restaurant_id,restaurant_name,country,city,awards,popularity_detailed,top_tags,price_level,price_range,cuisines,special_diets,vegetarian_friendly,vegan_options,gluten_free,avg_rating,total_reviews_count,food,service,value,atmosphere,keywords
g189525-d21297845,Little Local,Denmark,Svendborg,NA,#51 of 57 Restaurants in Svendborg,Cafe,NA,NA,Cafe,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189525-d2436594,Restaurant Bregninge Molle,Denmark,Svendborg,NA,#17 of 57 Restaurants in Svendborg,"Cheap Eats, European, Danish",€,€13-€13,"European, Danish",NA,N,N,N,4,73,4.5,4,4.5,4.5,NA
g189525-d3193062,Vildas Vaffelis,Denmark,Svendborg,NA,#2 of 2 Dessert Spots in Svendborg,"Mid-range, Dessert",€€-€€€,NA,NA,NA,N,N,N,4.5,23,4.5,4.5,4.5,NA,NA
g189525-d3435483,Restaurant Hotel Aero Restaurant,Denmark,Svendborg,Certificate of Excellence 2017,#19 of 57 Restaurants in Svendborg,"Mid-range, European, Scandinavian, Danish",€€-€€€,NA,"European, Danish, Scandinavian",NA,N,N,N,3.5,104,3.5,4,3,3.5,NA
g189525-d3435736,Hotel Troense Restaurant,Denmark,Svendborg,NA,#26 of 57 Restaurants in Svendborg,"Mid-range, French, European, Danish",€€-€€€,€19-€88,"French, European, Danish",NA,N,N,N,3.5,106,3.5,3.5,3.5,3.5,NA
g189525-d3439376,Hotel Christiansminde Restaurant,Denmark,Svendborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017",#10 of 57 Restaurants in Svendborg,"Mid-range, Danish",€€-€€€,NA,Danish,NA,N,N,N,4,105,4,4,4,3.5,NA
g189525-d3440197,McDonald's,Denmark,Svendborg,NA,#55 of 57 Restaurants in Svendborg,NA,NA,NA,NA,NA,N,N,N,2.5,11,NA,NA,NA,NA,NA
g189525-d3445078,Restaurant Krinsen,Denmark,Svendborg,Certificate of Excellence 2018,#16 of 57 Restaurants in Svendborg,"Mid-range, European, Danish",€€-€€€,€10-€38,"Danish, European",NA,N,N,N,4,69,4,4,4,4,NA
g189525-d4247576,Brasserie & Café KoK,Denmark,Svendborg,NA,#52 of 57 Restaurants in Svendborg,"French, Diner",NA,NA,"French, Diner",NA,N,N,N,3.5,21,4,3.5,4,4.5,NA
g189525-d4510074,Skarø Is,Denmark,Svendborg,NA,#28 of 57 Restaurants in Svendborg,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,4.5,13,4.5,4,4,NA,NA
g189525-d5547674,The Grill Svendborg,Denmark,Svendborg,NA,#49 of 57 Restaurants in Svendborg,"Mid-range, Barbecue, European, Danish",€€-€€€,NA,"Barbecue, European, Danish",NA,N,N,N,3.5,17,3.5,4,3.5,NA,NA
g189525-d6378868,Restaurant Stella Maris,Denmark,Svendborg,"Certificate of Excellence 2017, Certificate of Excellence 2016",#9 of 57 Restaurants in Svendborg,"Fine Dining, European, Scandinavian, Danish",€€€€,€13-€67,"European, Scandinavian, Danish",NA,N,N,N,4,94,4.5,4,4,4.5,NA
g189525-d6407056,Cafe Aroma,Denmark,Svendborg,NA,#30 of 57 Restaurants in Svendborg,Cheap Eats,€,NA,NA,NA,N,N,N,4.5,16,4.5,4.5,4.5,NA,NA
g189525-d6762371,Kings Sushi,Denmark,Svendborg,Certificate of Excellence 2016,#21 of 57 Restaurants in Svendborg,"Mid-range, Chinese, Japanese, Sushi",€€-€€€,NA,"Chinese, Japanese, Sushi, Asian",NA,N,N,N,4,79,4,4,4.5,3.5,NA
g189525-d7143191,Muei's Thaifood,Denmark,Svendborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#5 of 57 Restaurants in Svendborg,"Cheap Eats, Asian, Thai, Vegetarian Friendly",€,€5-€11,"Asian, Thai","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,186,4.5,4,4.5,4,NA
g189525-d7149269,Cafe Arthur,Denmark,Svendborg,NA,#57 of 57 Restaurants in Svendborg,"Mid-range, Italian",€€-€€€,€42-€83,Italian,NA,N,N,N,3,40,3,3.5,3.5,NA,NA
g189525-d7208112,Boulangerie Svendborg,Denmark,Svendborg,NA,#29 of 57 Restaurants in Svendborg,"Cheap Eats, Deli",€,NA,Deli,NA,N,N,N,4.5,14,5,5,5,NA,NA
g189525-d7364070,Cafe Oret,Denmark,Svendborg,NA,#18 of 57 Restaurants in Svendborg,"Cheap Eats, European, Danish",€,NA,"European, Danish",NA,N,N,N,4.5,22,3.5,3.5,4,NA,NA
g189525-d7684514,Torvet,Denmark,Svendborg,NA,#44 of 57 Restaurants in Svendborg,"Mid-range, Bar, Pub, Scandinavian",€€-€€€,€37-€157,"Danish, Bar, Pub, Scandinavian",NA,N,N,N,3.5,103,3.5,3.5,3.5,4.5,NA
g189525-d788329,Under Uret,Denmark,Svendborg,NA,#6 of 57 Restaurants in Svendborg,"Mid-range, Bar, Cafe, European",€€-€€€,€12-€18,"Bar, Cafe, European, Scandinavian, Danish",Vegetarian Friendly,Y,N,N,4,312,4,4,3.5,3.5,NA
g189525-d788367,Citronen,Denmark,Svendborg,NA,#22 of 57 Restaurants in Svendborg,"Mid-range, Cafe, European, Scandinavian",€€-€€€,€6-€26,"Cafe, European, Scandinavian, Danish",NA,N,N,N,3.5,130,3.5,3.5,3.5,4,NA
g189525-d788371,Restaurant Borsen,Denmark,Svendborg,NA,#14 of 57 Restaurants in Svendborg,"Mid-range, Bar, European, Pub",€€-€€€,€6-€12,"Bar, European, Pub, Danish",NA,N,N,N,3.5,212,3.5,3.5,3.5,4,NA
g189525-d8003371,cafe retro,Denmark,Svendborg,NA,#53 of 57 Restaurants in Svendborg,"French, European, Danish",NA,NA,"French, European, Danish",NA,N,N,N,4,4,NA,NA,NA,NA,NA
g189525-d8407859,Thuro Bageri,Denmark,Svendborg,NA,#1 of 1 Bakery in Svendborg,"Bakeries, Cafe",NA,NA,Cafe,NA,N,N,N,4.5,7,NA,NA,NA,NA,NA
g189525-d8731573,Bobs,Denmark,Svendborg,NA,#1 of 1 Coffee & Tea in Svendborg,Cheap Eats,€,NA,NA,NA,N,N,N,4.5,40,4.5,4.5,4.5,NA,NA
g189525-d8757141,Sushistuen,Denmark,Svendborg,NA,#20 of 57 Restaurants in Svendborg,"Mid-range, Seafood, Sushi",€€-€€€,NA,"Sushi, Seafood",NA,N,N,N,4.5,46,5,4.5,4.5,NA,NA
g189525-d942447,Bella Italia,Denmark,Svendborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2016",#12 of 57 Restaurants in Svendborg,"Mid-range, Italian, Pizza, European",€€-€€€,NA,"Italian, Pizza, European",Vegetarian Friendly,Y,N,N,4,155,3.5,3.5,3.5,4,NA
g189528-d1051422,Restaurant Knapp,Denmark,Aabenraa,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#2 of 36 Restaurants in Aabenraa,"Fine Dining, European, Scandinavian, Danish",€€€€,€32-€131,"European, Scandinavian, Danish","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,312,4.5,4.5,4.5,4.5,NA
g189528-d1118584,Fakkelgaarden,Denmark,Aabenraa,NA,#7 of 36 Restaurants in Aabenraa,"Fine Dining, International, European, Scandinavian",€€€€,€67-€100,"European, Scandinavian, Danish, International",NA,N,N,N,4.5,83,4.5,4.5,4,4.5,NA
g189528-d1125065,Restaurant Bind,Denmark,Aabenraa,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 36 Restaurants in Aabenraa,"Fine Dining, French, International, European",€€€€,€8-€13,"French, European, Central European, Scandinavian, Danish, International",NA,N,N,N,5,172,5,4.5,4.5,4.5,NA
g189528-d13009832,Føtex Bistro,Denmark,Aabenraa,NA,#31 of 36 Restaurants in Aabenraa,NA,NA,NA,NA,NA,N,N,N,3,8,NA,NA,NA,NA,NA
g189528-d13009892,Tøndervejs Pizza & Restaurant,Denmark,Aabenraa,NA,#29 of 36 Restaurants in Aabenraa,"Italian, European, Turkish, Greek",NA,NA,"Italian, European, Turkish, Greek, Danish",NA,N,N,N,4,2,NA,NA,NA,NA,NA
g189528-d13566270,Cafe Kridt,Denmark,Aabenraa,NA,#3 of 3 Coffee & Tea in Aabenraa,"Mid-range, Cafe, European, Danish",€€-€€€,€7-€24,"Cafe, European, Danish",NA,N,N,N,3,26,3,3,3,NA,NA
g189528-d14136101,Skuden,Denmark,Aabenraa,NA,#14 of 36 Restaurants in Aabenraa,"Mid-range, European, Diner, Danish",€€-€€€,NA,"European, Diner, Danish",NA,N,N,N,4,26,4,4.5,4.5,NA,NA
g189528-d14975716,Viva Restaurant,Denmark,Aabenraa,NA,#34 of 36 Restaurants in Aabenraa,"Mid-range, Mexican, Indian, Greek",€€-€€€,€3-€23,"Mexican, Indian, Greek",NA,N,N,N,3,9,NA,NA,NA,NA,NA
g189528-d15075745,Fjordens Perle Sonderhav,Denmark,Aabenraa,NA,#21 of 36 Restaurants in Aabenraa,"Cheap Eats, Fast food",€,NA,Fast food,NA,N,N,N,4.5,5,NA,NA,NA,NA,NA
g189528-d15276744,King Restaurant,Denmark,Aabenraa,NA,#35 of 36 Restaurants in Aabenraa,NA,NA,NA,NA,NA,N,N,N,2.5,4,NA,NA,NA,NA,NA
g189528-d15863192,Nyeman S Bageri,Denmark,Aabenraa,NA,#27 of 36 Restaurants in Aabenraa,NA,NA,NA,NA,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189528-d17548139,La Pasta,Denmark,Aabenraa,NA,#22 of 36 Restaurants in Aabenraa,Italian,NA,NA,Italian,NA,N,N,N,4,6,NA,NA,NA,NA,NA
g189528-d17830404,Havnegrillen,Denmark,Aabenraa,NA,#33 of 36 Restaurants in Aabenraa,NA,NA,NA,NA,NA,N,N,N,3,5,NA,NA,NA,NA,NA
g189528-d18177653,Kebab Hjornet,Denmark,Aabenraa,NA,#28 of 36 Restaurants in Aabenraa,NA,NA,NA,NA,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189528-d19084151,Have A Coffee,Denmark,Aabenraa,NA,#10 of 36 Restaurants in Aabenraa,"Mid-range, European, Danish",€€-€€€,€4-€7,"European, Danish",NA,N,N,N,5,17,4.5,5,5,NA,NA
g189528-d19500878,Akira Sushi Bar,Denmark,Aabenraa,NA,#25 of 36 Restaurants in Aabenraa,Japanese,NA,NA,Japanese,NA,N,N,N,4,3,NA,NA,NA,NA,NA
g189528-d19700746,Stedet,Denmark,Aabenraa,NA,#16 of 36 Restaurants in Aabenraa,Cheap Eats,€,NA,NA,NA,N,N,N,4.5,7,NA,NA,NA,NA,NA
g189528-d21092966,Vin og Gastro,Denmark,Aabenraa,NA,#18 of 36 Restaurants in Aabenraa,"Fine Dining, Italian, French, European",€€€€,€50-€500,"Italian, French, European, Spanish, Danish",NA,N,N,N,5,5,NA,NA,NA,NA,NA
g189528-d21145058,Sino Restaurant,Denmark,Aabenraa,NA,#30 of 36 Restaurants in Aabenraa,"Chinese, Japanese, Asian",NA,NA,"Chinese, Japanese, Asian",NA,N,N,N,3.5,3,NA,NA,NA,NA,NA
g189528-d21184567,Cafe Agnes,Denmark,Aabenraa,NA,#2 of 3 Coffee & Tea in Aabenraa,"Cheap Eats, European, Danish",€,€1-€13,"European, Danish",NA,N,N,N,4.5,5,NA,NA,NA,NA,NA
g189528-d21256955,Restaurant Bloom,Denmark,Aabenraa,NA,#11 of 36 Restaurants in Aabenraa,"Mid-range, French, European, Contemporary",€€-€€€,€10-€38,"French, European, Danish, Contemporary, Scandinavian",NA,N,N,N,5,12,NA,NA,NA,NA,NA
g189528-d23085807,Malt & Grape,Denmark,Aabenraa,NA,NA,"Mid-range, Italian, Spanish",€€-€€€,€7-€20,"Italian, Spanish",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189528-d3419433,Restaurant Royal,Denmark,Aabenraa,NA,#15 of 36 Restaurants in Aabenraa,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,3.5,67,4,4,4,3.5,NA
g189528-d3420982,Cafe Butler,Denmark,Aabenraa,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#3 of 36 Restaurants in Aabenraa,"Mid-range, Bar, Cafe, European",€€-€€€,NA,"Bar, Cafe, European, Danish","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4.5,298,4.5,4.5,4.5,4,NA
g189528-d3420993,Solyst Kro Restaurant,Denmark,Aabenraa,NA,#19 of 36 Restaurants in Aabenraa,Cheap Eats,€,NA,NA,NA,N,N,N,3.5,29,3.5,3,3.5,NA,NA
g189528-d3421197,Restaurant Under Sejlet,Denmark,Aabenraa,NA,#13 of 36 Restaurants in Aabenraa,"Mid-range, European, Danish",€€-€€€,€10-€24,"Danish, European",NA,N,N,N,3.5,85,3.5,3.5,3.5,NA,NA
g189528-d3421535,Cafe Storm,Denmark,Aabenraa,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#5 of 36 Restaurants in Aabenraa,"Mid-range, Bar, Cafe, European",€€-€€€,€1-€67,"Bar, Cafe, European, Scandinavian, Danish, Contemporary",Vegetarian Friendly,Y,N,N,4,128,4.5,4,4,4,NA
g189528-d3421540,Christie's Sdr. Hostrup Kro Restaurant,Denmark,Aabenraa,"Certificate of Excellence 2019, Certificate of Excellence 2016",#9 of 36 Restaurants in Aabenraa,Fine Dining,€€€€,NA,NA,NA,N,N,N,4,129,4.5,4,4,3.5,NA
g189528-d3421610,Krusmolle,Denmark,Aabenraa,Certificate of Excellence 2017,#12 of 36 Restaurants in Aabenraa,"Mid-range, Cafe, European, Scandinavian",€€-€€€,€4-€27,"Cafe, Scandinavian, Danish, European",NA,N,N,N,4,74,4,3.5,3.5,NA,NA
g189528-d3421679,Fox and Hounds,Denmark,Aabenraa,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#4 of 36 Restaurants in Aabenraa,"Mid-range, Brew Pub, Bar, Pub",€€-€€€,€11-€30,"Bar, Pub, Gastropub, Brew Pub","Vegetarian Friendly, Vegan Options",Y,Y,N,4,160,4,4,4,4,NA
g189528-d3421844,Folkehjem,Denmark,Aabenraa,NA,#26 of 36 Restaurants in Aabenraa,NA,NA,NA,NA,NA,N,N,N,3.5,8,NA,NA,NA,NA,NA
g189528-d3685730,Jugendhof Knivsberg,Denmark,Aabenraa,NA,#24 of 36 Restaurants in Aabenraa,"European, Central European",NA,NA,"European, Central European",NA,N,N,N,4.5,3,NA,NA,NA,NA,NA
g189528-d3728253,Vokalen Restaurant,Denmark,Aabenraa,NA,NA,"Japanese, British",NA,NA,"Japanese, British",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189528-d4258975,Oyisi Running Sushi & Wok,Denmark,Aabenraa,NA,#17 of 36 Restaurants in Aabenraa,"Mid-range, Chinese, Japanese, Sushi",€€-€€€,NA,"Sushi, Chinese, Japanese",NA,N,N,N,4,30,4.5,4.5,4.5,4,NA
g189528-d4603764,Asian Restaurant,Denmark,Aabenraa,NA,#36 of 36 Restaurants in Aabenraa,"Mid-range, Chinese",€€-€€€,NA,Chinese,NA,N,N,N,2.5,31,3,3,3,3,NA
g189528-d4803335,Skovrestaurant Skyttegaarden,Denmark,Aabenraa,NA,#23 of 36 Restaurants in Aabenraa,"Mid-range, European, Danish",€€-€€€,NA,"European, Danish",NA,N,N,N,4,9,NA,NA,NA,NA,NA
g189528-d6024297,Fru Geest,Denmark,Aabenraa,NA,#1 of 3 Coffee & Tea in Aabenraa,"Mid-range, European, Swedish",€€-€€€,NA,"European, Swedish",NA,N,N,N,4,69,4,3.5,4,4.5,NA
g189528-d8371942,Genner Hoel Pandekagehus,Denmark,Aabenraa,NA,#8 of 36 Restaurants in Aabenraa,"Mid-range, Danish, Vegetarian Friendly",€€-€€€,NA,Danish,Vegetarian Friendly,Y,N,N,4.5,54,4.5,4,4.5,NA,NA
g189528-d8474634,Chap's Pizza,Denmark,Aabenraa,NA,#32 of 36 Restaurants in Aabenraa,Pizza,NA,NA,Pizza,NA,N,N,N,3,6,NA,NA,NA,NA,NA
g189528-d866504,NO 10,Denmark,Aabenraa,"Certificate of Excellence 2018, Certificate of Excellence 2017",#6 of 36 Restaurants in Aabenraa,"Mid-range, European, Diner, Scandinavian",€€-€€€,€22-€55,"European, Danish, Diner, Scandinavian","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,93,4.5,4.5,4.5,NA,NA
g189528-d8736861,GrilleRiget,Denmark,Aabenraa,NA,#20 of 36 Restaurants in Aabenraa,"Cheap Eats, Cafe, Grill",€,€3-€12,"Cafe, Grill",NA,N,N,N,4.5,8,NA,NA,NA,NA,NA
g189529-d10028596,Café Aalto,Denmark,Aalborg,NA,#88 of 178 Restaurants in Aalborg,"Mid-range, Italian, French, European",€€-€€€,€15-€22,"Italian, French, European, Danish",NA,N,N,N,4,19,4.5,3.5,4,NA,NA
g189529-d10056630,Dice 'n Drinks,Denmark,Aalborg,NA,#110 of 178 Restaurants in Aalborg,NA,NA,NA,NA,NA,N,N,N,5,4,NA,NA,NA,NA,NA
g189529-d10057709,Good Life Society,Denmark,Aalborg,NA,#39 of 178 Restaurants in Aalborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4.5,48,4.5,4.5,4,NA,NA
g189529-d10063504,Restaurant King's,Denmark,Aalborg,NA,#114 of 178 Restaurants in Aalborg,"Cheap Eats, Sushi",€,NA,Sushi,NA,N,N,N,3.5,30,3.5,3.5,4,NA,NA
g189529-d10101157,Caféen,Denmark,Aalborg,NA,#69 of 178 Restaurants in Aalborg,Cheap Eats,€,NA,NA,NA,N,N,N,4,26,4,4,4.5,NA,NA
g189529-d1014925,Soegaards Bryghus,Denmark,Aalborg,Certificate of Excellence 2013,#27 of 178 Restaurants in Aalborg,"Mid-range, Brew Pub, Bar, European",€€-€€€,€13-€50,"Bar, European, Pub, Scandinavian, Danish, Brew Pub",NA,N,N,N,3.5,482,3.5,4,3.5,4,"great beer, attentive service, brewery, beers, brewed"
g189529-d10195971,Restaurant Applaus,Denmark,Aalborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#4 of 178 Restaurants in Aalborg,"Fine Dining, European, Scandinavian, Danish",€€€€,NA,"European, Scandinavian, Danish",Vegetarian Friendly,Y,N,N,4.5,239,4.5,4.5,5,NA,NA
g189529-d10212620,Tony's Pizza,Denmark,Aalborg,NA,#168 of 178 Restaurants in Aalborg,NA,NA,NA,NA,NA,N,N,N,3,10,NA,NA,NA,NA,NA
g189529-d10214542,Skalborg Kro,Denmark,Aalborg,NA,#150 of 178 Restaurants in Aalborg,"European, Danish",NA,NA,"European, Danish",NA,N,N,N,3.5,12,NA,NA,NA,NA,NA
g189529-d10218572,Pizza King Aalborg,Denmark,Aalborg,NA,#142 of 178 Restaurants in Aalborg,Pizza,NA,NA,Pizza,NA,N,N,N,3.5,9,NA,NA,NA,NA,NA
g189529-d10225478,Den Bette Kro,Denmark,Aalborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#15 of 178 Restaurants in Aalborg,"Mid-range, European, Scandinavian, Danish",€€-€€€,€11-€37,"European, Scandinavian, Danish",NA,N,N,N,4.5,144,4.5,4.5,4.5,NA,"bread, danish open sandwiches, dansk, snaps, aquavit"
g189529-d10263233,Nadias Sandwich,Denmark,Aalborg,NA,#139 of 178 Restaurants in Aalborg,Cheap Eats,€,NA,NA,NA,N,N,N,3.5,13,4,4,3.5,NA,NA
g189529-d10352532,Pinocchio 2 pizza,Denmark,Aalborg,NA,#145 of 178 Restaurants in Aalborg,Pizza,NA,NA,Pizza,NA,N,N,N,5,1,NA,NA,NA,NA,NA
g189529-d10451375,Nr. 14 Diner,Denmark,Aalborg,NA,#123 of 178 Restaurants in Aalborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,3.5,13,4,3.5,4,NA,NA
g189529-d10458285,Kebab House,Denmark,Aalborg,NA,#178 of 178 Restaurants in Aalborg,NA,NA,NA,NA,NA,N,N,N,1.5,9,NA,NA,NA,NA,NA
g189529-d10459387,We Do Burgers,Denmark,Aalborg,NA,#5 of 8 Quick Bites in Aalborg,"Mid-range, Quick Bites, American, Fast food",€€-€€€,NA,"Fast food, American","Vegetarian Friendly, Vegan Options",Y,Y,N,4,45,3.5,3.5,3,NA,NA
g189529-d10535601,Café Frederiksberg,Denmark,Aalborg,NA,#130 of 178 Restaurants in Aalborg,"Mid-range, Cafe, Pub",€€-€€€,NA,"Cafe, Pub",NA,N,N,N,3.5,33,3.5,3.5,3.5,NA,NA
g189529-d10607341,Saigon Grill,Denmark,Aalborg,NA,NA,"Bar, Grill, Pub",NA,NA,"Bar, Grill, Pub",NA,N,N,N,NA,0,NA,NA,NA,NA,NA
g189529-d10621313,Aalborg Braetspilscafe,Denmark,Aalborg,NA,#117 of 178 Restaurants in Aalborg,NA,NA,NA,NA,NA,N,N,N,4.5,3,NA,NA,NA,NA,NA
g189529-d10663024,Caspars Proper Street Food,Denmark,Aalborg,NA,#63 of 178 Restaurants in Aalborg,Mid-range,€€-€€€,NA,NA,NA,N,N,N,4,32,3,3.5,3,NA,NA
g189529-d1067203,PINGVIN,Denmark,Aalborg,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#13 of 178 Restaurants in Aalborg,"Mid-range, International, European, Contemporary",€€-€€€,€21-€121,"International, Danish, European, Contemporary","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4,340,4,4,4,4,NA
g189529-d10673288,Brdr. Price Aalborg,Denmark,Aalborg,NA,#30 of 178 Restaurants in Aalborg,"Mid-range, Danish",€€-€€€,€24-€53,Danish,NA,N,N,N,3.5,235,4,4,3.5,NA,NA
g189529-d10714924,Starbucks,Denmark,Aalborg,NA,#14 of 15 Coffee & Tea in Aalborg,Cafe,NA,NA,Cafe,NA,N,N,N,3,5,NA,NA,NA,NA,NA
g189529-d10725653,La Bottega,Denmark,Aalborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#25 of 178 Restaurants in Aalborg,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,NA,"Italian, Pizza","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,98,4.5,4.5,4.5,NA,NA
g189529-d1072912,Penny Lane Cafe,Denmark,Aalborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 15 Coffee & Tea in Aalborg,"Mid-range, Dessert, Cafe, European",€€-€€€,NA,"Cafe, European, Scandinavian, Danish","Vegetarian Friendly, Vegan Options, Gluten Free Options",Y,Y,Y,4.5,363,4,4,4,4.5,"brunch, salmon, lactose free, bakery, cosy"
g189529-d10795312,VACA - Reberbansgade,Denmark,Aalborg,NA,#126 of 178 Restaurants in Aalborg,"Mid-range, Mexican, Fast food, Vegetarian Friendly",€€-€€€,€3-€40,"Mexican, Fast food",Vegetarian Friendly,Y,N,N,3.5,46,4,4.5,4,NA,NA
g189529-d10810698,Wildebeest Gastropub,Denmark,Aalborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#10 of 178 Restaurants in Aalborg,"Mid-range, American, Bar, European",€€-€€€,€8-€24,"American, Bar, European, Pub, Gastropub","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,144,4.5,4.5,4.5,NA,NA
g189529-d10813456,Restaurant nam,Denmark,Aalborg,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018",#6 of 178 Restaurants in Aalborg,"Mid-range, Asian, Contemporary, Fusion",€€-€€€,€6-€67,"Asian, Contemporary, Fusion","Vegetarian Friendly, Vegan Options",Y,Y,N,4.5,185,4.5,4.5,4.5,NA,NA
g189529-d11639555,McDonald's,Denmark,Aalborg,NA,#173 of 178 Restaurants in Aalborg,American,NA,NA,American,NA,N,N,N,2,2,NA,NA,NA,NA,NA
g189529-d11704947,Holy cow,Denmark,Aalborg,NA,#107 of 178 Restaurants in Aalborg,"Mid-range, American, Barbecue",€€-€€€,NA,"American, Barbecue",NA,N,N,N,3.5,58,3.5,3.5,3.5,NA,NA
