Date,Review,Likes On Reviews,User_name
"June 3, 2019","Nu se pot face achizitii din aplicație, nu poți crea noi liste de cumpărături, nu se pot descarca fisele cu montajul produselor",,User628
"August 27, 2019",Its okay. Its really just a glorified app for making a list. It would be infinitely better if you could actually make purchases.,,User1318
"February 16, 2019",Useful for shopping. - Stryker's Lounge [YouTube],8.0,User1101
"August 26, 2019",App doesn't even work! Useless!,,User975
"April 10, 2019","CS tidak ada yg respon. hati2 kl mau belanja, apa2 call dl biar dapet respon dl.",,User321
"July 15, 2019","Ormar od eeej bre iverice 650 eura Meni stolar napravio od DRVETA bolji i veci za 450 eura Za one koji pitaju ali od ""kojeg drveta"" pa dolji od te vase iverice 1.000.000x Samo bedan primer uzmite vas kupatilski namestaj i prolite 2-3 litre vode po njemu... Zakljucak ce te izvuci sami veoma brzo :) Sretna kupovina iverice i jos po tim cenama",,User876
"August 23, 2019","Leider grade nur ein Stern, da die Merkzettel auch nach Neuinstallation und Geräteneustart nicht mehr ausgewählt werden können (und ich zudem ständig nach dem Einloggen direkt wieder ausgeloggt werde weil mein Account nicht synchronisiert werden konnte), wodurch der Sinn der App für mich im Moment leider nicht gegeben ist :( sobald das wieder funktioniert gibt's wieder 4-5 Sterne :)",,User355
"April 28, 2019",Blir alltid utloggad - får logga in varje gång jag vill använda appen. Störande.,,User1600
"May 18, 2019","It would be great if it worked. Every time I try to browse a category, the app closes.",,User2166
"May 12, 2019",Jeg vil gerne have en Lille app også. 😛,1.0,User146
"August 4, 2019",De la ultimul update nu mai pot deschide aplicatia.,,User390
"February 26, 2019",Kaga bisa buat account gw.. Heran,2.0,User1632
"May 3, 2019",Очень удобно смотреть какие коробки забрать со склада.,,User483
"March 18, 2019","Есть корзина, но нет возможности заказа?",,User1748
"April 23, 2019",Невозможно зарегистрироваться и зайти под своим аккаунтом.,,User822
"February 24, 2019",l like iKEA Store because IKEA,6.0,User2179
"May 2, 2019",ใช้ง่ายแต่เข้ายากมาก,,User1855
"March 14, 2019","Will not let me log in, keeps saying cant sync account.",,User754
"August 24, 2019",Buggy app! ☹️,,User2213
"May 30, 2019",very costly,,User1204
"July 22, 2019",تطبيق سخيف جدا,,User292
"August 26, 2019",Cant even log in,,User2068
"February 25, 2019",useless app,3.0,User1497
"August 10, 2019","Elnézést, ki kellett léptetnünk a rendszerből......... de állandóan?!?!?!?",,User1843
"May 2, 2019",нет доставки,,User1532
"May 20, 2019",not good,,User259
"March 30, 2019",bad experience,,User517
"July 25, 2019",confusing app,,User603
"March 21, 2019",lol,,User2526
"February 10, 2019",ars,2.0,User564
"March 17, 2019",bgs,,User1752
"April 24, 2019",v6,,User680
"February 19, 2019",Helpful. Thanks.,4.0,User863
"May 6, 2019",♡,,User1296
"February 28, 2019",Excellent furniture,2.0,User30
"April 5, 2019",very good,,User663
"June 3, 2019",its useful,,User1339
"July 10, 2019",so excellent,,User260
"July 15, 2019",very happy,,User1156
"August 16, 2019",love IKEA,,User2111
"April 29, 2019",bad,,User1773
"May 15, 2019",garbage,,User2207
"April 29, 2019",the worst,,User193
"March 31, 2019",pleasant,,User1497
"March 18, 2019",. nice,,User1497
"February 28, 2019",perfect,1.0,User1817
"February 4, 2019",love,6.0,User1422
"April 4, 2019",good,,User1060
"April 9, 2019",Best,,User1076
"March 26, 2019",good,,User886
"February 24, 2019",wonderful,2.0,User1653
"May 7, 2019",smart,,User1895
"June 1, 2019",good,,User2328
"June 23, 2019",incredible,,User2332
"July 2, 2019",good,,User960
"July 29, 2019",Awesome,,User107
"December 19, 2018",Så himla störigt att bli utloggad hela tiden efter jag hade loggat in. Why the HELL do I keep getting logged off!!!???,10.0,User1382
"January 23, 2019",La peor experiencia en compra en linea tanto la app como la pagina web es un desastre tarda mucho en cargar aveces no abre se cierra n ok te permite agregar nada estaba dispuesta a comprar variod articulos pero sali con dolor de cabeza,2.0,User1660
"December 21, 2018",No me deja iniciar sesión,4.0,User2465
"December 18, 2018",Just Amazing !!!,3.0,User1087
"January 13, 2019",not good,1.0,User744
"January 16, 2019",useful application,2.0,User2186
"January 16, 2019",Nice app,2.0,User1147
"January 20, 2019",ok,,User1451
"December 29, 2018",great,1.0,User2544
"December 24, 2018",Good,1.0,User1863
"December 29, 2018",Amazing,1.0,User1315
"January 11, 2019",good,1.0,User787
"January 13, 2019",good,,User1497
"December 4, 2018",Constantly being logged out due to inactivity even though I was in the middle of shopping. Claims items are in stock when they're not. Stock locations don't match the names used in store.,22.0,User2480
"December 18, 2018","Stuck at ""your nearest store is...""",3.0,User1393
"December 2, 2018",mast hai bhai,15.0,User1497
"December 10, 2018",فظيع,1.0,User1497
"December 26, 2018",awesome,,User1497
"December 9, 2018",Love it,,User1949
"November 1, 2018",Excellent app,1.0,User1244
"November 4, 2018",Good luck,1.0,User1736
"November 20, 2018",I love it,,User1357
"November 27, 2018",Well done...,,User1482
"November 4, 2018",Good,2.0,User2466
"November 8, 2018",Good,,User460
"March 3, 2019",good,,User2534
"October 1, 2018","Mostly a good app. You can look up products, add them to *A* shopping list & see if they're available in your local store. If you have a family card you sign in to the app which will save your list for viewing on other devices/computers... However, every time you close the app it signs you out, & when you reopen the app it asks you to sign in again. If you don't you cannot add things to your shopping list. Please can you add a ""keep me signed in"" option! Also, a way to make multiple lists would be helpful.",187.0,User671
"July 19, 2018","Poly written for new Ikea Family users. Ikea sign up for a new Ikea family at the store do not register and then install you Store app. I'm passed backwards and around between the web site and app to request a temp password, create a temp password and then change the password. OMG and then when finished I can't shop like I can on the mobile website. What a waste of time.",164.0,User1374
"August 6, 2018","This app would be really great and helpful if it actually let me sign in to my account. I can't see my shopping lists or organize favorites. What's the point of the app if I can't necessarily do anything productive. There are countless reviews asking to fix the issue, it's about time.",80.0,User1710
"September 1, 2018","Its very friendly n stuff, able to find the stuff i want,basically its ikea. My only problem is with the shopping list, ive no idea how many times i have lost the shopping list, before update n also after the latest update. Just dont leave anything in the list, so u dont end up like me",38.0,User780
"July 30, 2018","So upset this app now won't let me log in, when I first downloaded it 4months ago it was fine, now when I use it, Icannot log in to the app. I am constantly told the app cannot synchronize my account and I had to be logged out. This is a great app when it works, but I can't see my member rewards or my shopping list now, so this is utterly pointless. When I find something I like I have to write it down and then go looking on my desktop, rather than add it to the list I have on my account. Please IKEA fix this!",40.0,User234
"August 30, 2018","Picked out a mattress & frame for our son, tried to use app to add it to a list for later. You're supposed to be able to take a picture of their tag (a code) that never worked. Tried to search the store app by the code they use for products. Search can't find anything & trying to search by exact product names was a disaster with 30 results half of which weren't close to the product name. Uninstalled.",15.0,User1592
"September 7, 2018","Disappointingly SO much worse than their website. Variations not shown until you select a product (Want to know what sizes a mattress comes in? We are not going to show you before you select the size we chose to show you! Heck, we won't even show you that other sizes ARE available, until you select the product), no related products shown (want a bed frame or legs for that mattress? Search from the top). Search sucks (Want to see all beds of a certain size? Not in this App. Autocomplete? Nope. Missing LAST LETTER in product name? No match). They could have done so much more in the App than on the website, but the chose the opposite.",4.0,User2078
"August 1, 2018","Absolutely the worst store app I've ever used. Multiple circular login/verification loops, reroutes to the web, crashes, generally bad looking and not easy to use. A three year old with a snap circuit toy kit could make a better app.",38.0,User840
"September 1, 2018","So much stupidity that makes this app hard to just use. You can't make actual purchases on the app and so you will have to use the browser (prob your laptop) to make online purchases. However if you connected with another device (e.g. using the browser), then you are logged out and have to log in again. You can see how much fun this app is! On the other hand, if you avoid using the browser and only do your purchases in store, then this app is pretty useful as it tells you where to find the items on the list for each store.",11.0,User2138
